motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,direction,depth_image,label
0.1951,-0.367,0.1926,0.374,-0.10535,0.5366,-0.2438,-0.1327,-0.006897,-0.6,straight,depth_image_241637.jpg,4
-0.03708,0.6045,-0.261,0.049,-0.07806,-0.583,0.2266,-0.3062,0.178,0.448,sidewinding_right,depth_image_69404.jpg,3
0.06396,0.06396,0.06396,-0.06396,-0.06396,0.06396,0.06396,0.02132,-0.06396,-0.06396,rectilinear_backward,depth_image_7983.jpg,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_53502.jpg,4
0.5747,0.1234,-0.11163,0.00364,-0.4202,-0.1284,0.6934,0.1742,-0.5396,-0.11273,rectilinear_forward,depth_image_224905.jpg,1
0.2268,-0.3052,-0.0775,-0.5835,-0.261,0.04773,-0.03763,0.6045,0.2444,0.219,sidewinding_left,depth_image_165012.jpg,2
-0.659,0.1234,0.29,0.00364,0.2573,-0.1284,-0.6465,0.1742,0.6377,-0.11273,rectilinear_forward,depth_image_184211.jpg,1
-0.2322,0.1234,-0.3145,-0.1744,0.6675,0.11816,-0.61,0.01091,0.1765,-0.1333,rectilinear_backward,depth_image_214286.jpg,0
0.4524,0.1234,0.0705,0.00364,-0.5503,-0.1284,0.691,0.1742,-0.4065,-0.11273,rectilinear_forward,depth_image_175344.jpg,1
-0.679,0.1234,0.3528,-0.1744,0.1906,0.11816,-0.6167,0.01091,0.663,-0.1333,rectilinear_backward,depth_image_217927.jpg,0
0.0038,0.373,0.01682,0.00383,0.0001678,-0.2964,-0.00261,-0.1738,-0.001022,0.11725,straight,depth_image_9172.jpg,4
0.2028,-0.3997,0.04172,0.3557,-0.09357,0.5664,-0.2578,-0.1136,-0.00567,-0.616,sidewinding_right,depth_image_67267.jpg,3
-0.5107,0.1234,0.009705,-0.1744,0.497,0.11816,-0.6978,0.01091,0.469,-0.1333,rectilinear_backward,depth_image_218051.jpg,0
-0.343,0.1234,-0.2014,-0.1744,0.622,0.11816,-0.6597,0.01091,0.291,-0.1333,rectilinear_backward,depth_image_217942.jpg,0
0.0173,-4.58e-05,-0.001297,0.2983,-0.003708,0.1709,-4.58e-05,-0.1204,-0.00511,-0.3267,straight,depth_image_103633.jpg,4
0.628,0.1234,-0.655,-0.1744,0.2783,0.11816,0.2693,0.01091,-0.6514,-0.1333,rectilinear_backward,depth_image_218201.jpg,0
0.04257,-0.6025,0.2612,-0.03607,0.07275,0.587,-0.2292,0.295,-0.1738,-0.4568,sidewinding_right,depth_image_3468.jpg,3
0.6636,0.1234,-0.6157,0.00364,0.189,-0.1284,0.3542,0.1742,-0.679,-0.11273,rectilinear_forward,depth_image_232330.jpg,1
0.6357,0.1234,-0.648,0.00364,0.2615,-0.1284,0.2861,0.1742,-0.6577,-0.11273,rectilinear_forward,depth_image_5497.jpg,1
0.03262,0.289,0.0056,0.3604,-0.09625,-0.0652,-0.007164,-0.455,0.1118,-0.010155,straight,depth_image_112359.jpg,4
0.2612,0.03912,0.074,-0.586,-0.2286,-0.2976,-0.1748,0.4546,0.1515,0.4983,sidewinding_left,depth_image_140679.jpg,2
-0.2196,0.0487,0.04364,0.2484,0.2915,0.11694,-0.4463,-0.07086,0.1753,-0.3584,sidewinding_right,depth_image_83573.jpg,3
0.628,0.1234,-0.2148,0.00364,-0.3308,-0.1284,0.673,0.1742,-0.6006,-0.11273,rectilinear_forward,depth_image_189376.jpg,1
-0.2617,-0.01123,-0.05304,-0.598,0.2384,-0.2527,0.1582,0.4868,-0.1686,0.4673,sidewinding_right,depth_image_231863.jpg,3
0.1641,0.455,-0.09607,0.4846,-0.2361,-0.2452,0.05734,-0.3914,0.256,-0.01675,sidewinding_right,depth_image_234508.jpg,3
0.2585,0.09515,0.0968,-0.5674,-0.216,-0.3455,-0.192,0.415,0.1311,0.529,sidewinding_left,depth_image_193364.jpg,2
0.04688,0.1234,-0.535,-0.1744,0.694,0.11816,-0.4255,0.01091,-0.10474,-0.1333,rectilinear_backward,depth_image_217838.jpg,0
0.1947,0.4084,0.2136,-0.353,-0.10046,-0.564,-0.258,0.10425,-0.013336,0.61,sidewinding_left,depth_image_146914.jpg,2
-0.1288,0.5317,-0.2507,-0.1759,0.01822,-0.6094,0.2588,-0.09296,0.09595,0.5684,sidewinding_right,depth_image_231891.jpg,3
-0.168,0.4685,0.1588,0.4856,0.238,-0.2544,-0.0538,-0.5977,-0.2617,-0.00943,sidewinding_left,depth_image_91132.jpg,2
-0.501,0.1234,-0.004314,-0.1744,0.507,0.11816,-0.6973,0.01091,0.4585,-0.1333,rectilinear_backward,depth_image_218166.jpg,0
0.04593,-0.6016,-0.2412,-0.2372,-0.1523,0.4968,0.1741,0.4563,0.2291,-0.2954,sidewinding_left,depth_image_178256.jpg,2
-0.2305,-0.146,-0.1041,0.5146,0.1752,0.3823,0.1909,-0.3367,-0.08154,-0.54,straight,depth_image_219872.jpg,4
0.4534,0.1234,0.06946,-0.1744,-0.5493,0.11816,0.6914,0.01091,-0.4075,-0.1333,rectilinear_backward,depth_image_217652.jpg,0
-0.1755,0.4531,0.1508,0.4995,0.2421,-0.2328,-0.0439,-0.602,-0.2615,-0.03287,sidewinding_left,depth_image_118429.jpg,2
-0.04446,0.602,0.2418,0.234,0.1511,-0.4988,-0.1752,-0.454,-0.2284,0.2986,sidewinding_left,depth_image_117263.jpg,2
-0.698,0.1234,0.4817,-0.1744,0.03125,0.11816,-0.525,0.01091,0.6953,-0.1333,rectilinear_backward,depth_image_217579.jpg,0
0.255,0.1234,-0.6455,-0.1744,0.6387,0.11816,-0.2388,0.01091,-0.308,-0.1333,rectilinear_backward,depth_image_218302.jpg,0
0.06226,0.5933,0.2617,-0.0108,0.05322,-0.598,-0.2383,-0.2532,-0.1583,0.4866,sidewinding_left,depth_image_98774.jpg,2
-0.2568,0.1192,-0.10645,-0.558,0.2098,-0.3655,0.199,0.397,-0.122,0.5405,sidewinding_right,depth_image_49239.jpg,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_86828.jpg,4
0.003311,-0.109,-0.00701,-0.002975,-0.003098,0.00506,0.003586,0.007378,-0.00511,0.003036,straight,depth_image_53482.jpg,4
-0.0045,-0.005043,-0.01031,0.2168,-0.00985,0.01058,-0.007378,-0.09564,-0.0003204,-0.11,straight,depth_image_241077.jpg,4
0.1422,0.5127,0.2457,-0.2104,-0.03375,-0.606,-0.2607,-0.05682,-0.08124,0.5806,sidewinding_left,depth_image_118231.jpg,2
-0.3757,0.1234,0.6846,0.00364,-0.5723,-0.1284,0.1074,0.1742,0.4236,-0.11273,rectilinear_forward,depth_image_46526.jpg,1
0.3682,0.4014,-0.3574,0.2166,-0.04318,-0.4062,0.1849,-0.1029,-0.3877,0.1644,sidewinding_right,depth_image_104022.jpg,3
0.3308,-0.1694,-0.5063,0.05237,0.04535,0.1318,0.4001,0.1354,-0.1621,-0.069,sidewinding_right,depth_image_95848.jpg,3
0.2373,-0.2583,0.1603,0.483,-0.1665,0.4714,-0.2338,-0.2751,0.0634,-0.593,sidewinding_right,depth_image_68889.jpg,3
-0.01122,0.1389,-0.2573,0.1307,-0.10254,-0.1548,0.2124,-0.1436,0.1962,0.1478,sidewinding_right,depth_image_31598.jpg,3
0.0002289,-0.4028,0.08026,0.00924,0.008446,0.421,-0.0625,0.04413,-0.00924,-0.3218,straight,depth_image_203653.jpg,4
0.503,0.1234,-0.6978,0.00364,0.4631,-0.1284,0.05655,0.1742,-0.5415,-0.11273,rectilinear_forward,depth_image_157793.jpg,1
0.0835,0.4404,-0.1147,0.3826,-0.1625,-0.243,0.01467,-0.518,0.1971,0.007774,straight,depth_image_80659.jpg,4
0.03305,0.485,-0.246,0.2383,-0.1416,-0.4912,0.1836,-0.4622,0.2225,0.2966,sidewinding_right,depth_image_76270.jpg,3
-0.6787,0.1234,0.588,-0.1744,-0.135,0.11816,-0.401,0.01091,0.69,-0.1333,rectilinear_backward,depth_image_217460.jpg,0
-0.10315,0.1234,0.57,-0.1744,-0.6855,0.11816,0.3794,0.01091,0.1603,-0.1333,rectilinear_backward,depth_image_217553.jpg,0
-0.6816,0.1234,0.58,-0.1744,-0.1212,0.11816,-0.4124,0.01091,0.692,-0.1333,rectilinear_backward,depth_image_214718.jpg,0
0.4797,0.1234,0.03397,0.00364,-0.527,-0.1284,0.6953,0.1742,-0.4358,-0.11273,rectilinear_forward,depth_image_160400.jpg,1
0.1669,-0.4707,-0.16,-0.4834,-0.2374,0.2576,0.05527,0.597,0.2617,0.005943,sidewinding_left,depth_image_95937.jpg,2
0.1306,0.31,0.2568,-0.00579,-0.02203,-0.4019,-0.2499,0.0792,-0.09296,0.376,sidewinding_right,depth_image_210904.jpg,3
-0.437,0.1234,-0.09033,0.00364,0.562,-0.1284,-0.688,0.1742,0.3901,-0.11273,rectilinear_forward,depth_image_195241.jpg,1
-0.694,0.1234,0.4236,-0.1744,0.1074,0.11816,-0.5723,0.01091,0.6846,-0.1333,rectilinear_backward,depth_image_218154.jpg,0
-0.2206,0.329,-0.1862,-0.4294,0.1384,-0.5186,0.2473,0.2007,-0.02936,0.607,sidewinding_right,depth_image_75253.jpg,3
0.6885,0.1234,-0.3938,0.00364,-0.1434,-0.1284,0.5923,0.1742,-0.677,-0.11273,rectilinear_forward,depth_image_166804.jpg,1
0.2065,0.1234,-0.6245,0.00364,0.6577,-0.1284,-0.2861,0.1742,-0.2615,-0.11273,rectilinear_forward,depth_image_14857.jpg,1
0.465,0.1234,0.05386,-0.1744,-0.5396,0.11816,0.6934,0.01091,-0.4202,-0.1333,rectilinear_backward,depth_image_214680.jpg,0
0.6978,0.1259,-0.4976,-0.1849,0.005478,0.1081,0.5103,0.01682,-0.3623,-0.1392,rectilinear_backward,depth_image_210789.jpg,0
-0.08923,0.1234,0.5615,-0.1744,-0.688,0.11816,0.391,0.01091,0.1466,-0.1333,rectilinear_backward,depth_image_218011.jpg,0
0.1447,0.5093,0.2448,-0.2169,-0.0367,-0.605,-0.261,-0.04987,-0.07837,0.583,sidewinding_left,depth_image_216532.jpg,2
0.0627,0.5933,-0.2341,0.2734,-0.1659,-0.4724,0.1609,-0.482,0.2369,0.2598,sidewinding_right,depth_image_65158.jpg,3
-0.6367,0.1234,0.6475,-0.1744,-0.26,0.11816,-0.2876,0.01091,0.658,-0.1333,rectilinear_backward,depth_image_218488.jpg,0
0.1395,-0.2281,-0.3325,-0.3486,0.2114,0.2231,0.0851,0.528,-0.07965,-0.05936,sidewinding_left,depth_image_245744.jpg,2
-0.007072,0.0012665,0.0075,-0.0949,0.003159,0.003769,-0.00567,-0.005478,0.00689,0.1434,straight,depth_image_90303.jpg,4
0.1656,-0.473,0.2343,0.2727,-0.06232,0.5933,-0.2617,-0.01095,-0.05316,-0.598,sidewinding_right,depth_image_71279.jpg,3
0.6694,0.1234,-0.6064,-0.1744,0.1697,0.11816,0.3713,0.01091,-0.6836,-0.1333,rectilinear_backward,depth_image_218204.jpg,0
0.2563,0.1251,0.1088,-0.5557,-0.2083,-0.37,-0.2007,0.3923,0.1197,0.5435,sidewinding_left,depth_image_117223.jpg,2
-0.1083,-0.556,-0.2563,0.12366,-0.004852,0.611,0.2542,0.1458,0.117,-0.5464,sidewinding_left,depth_image_123195.jpg,2
-0.4324,0.1234,-0.0962,-0.1744,0.5654,0.11816,-0.687,0.01091,0.3853,-0.1333,rectilinear_backward,depth_image_214280.jpg,0
0.006157,0.005615,0.000351,0.313,0.0008087,-7.63e-05,0.00328,-0.1914,0.01034,-0.2057,straight,depth_image_241068.jpg,4
0.2617,0.02269,0.0672,-0.5903,-0.2319,-0.2832,-0.1696,0.4656,0.1572,0.4885,sidewinding_left,depth_image_245809.jpg,2
0.01009,-0.004562,0.00973,0.1313,0.01,-0.0003204,-0.00997,0.003769,0.00829,-0.1554,straight,depth_image_125077.jpg,4
0.001755,-0.002853,0.000595,-0.12445,0.0056,-0.00909,-0.0089,0.09735,4.58e-05,0.00866,straight,depth_image_98939.jpg,4
0.04828,-0.00447,-0.000931,0.3882,-0.03009,0.01498,0.0004425,-0.2876,0.006767,-0.2351,straight,depth_image_34345.jpg,4
0.2084,0.0914,0.2744,0.0356,-0.633,-0.0964,0.5815,0.1423,-0.1742,-0.1447,sidewinding_left,depth_image_140260.jpg,2
0.2615,0.1234,-0.648,-0.1744,0.6357,0.11816,-0.2322,0.01091,-0.3145,-0.1333,rectilinear_backward,depth_image_218646.jpg,0
-0.609,0.1234,0.1754,0.00364,0.3662,-0.1284,-0.6826,0.1742,0.5786,-0.11273,rectilinear_forward,depth_image_132649.jpg,1
0.03076,0.0274,-0.3599,0.0996,0.6006,-0.03238,-0.412,0.0783,-0.003647,-0.2084,sidewinding_right,depth_image_107369.jpg,3
-0.19,0.4204,0.1338,0.525,0.249,-0.1888,-0.024,-0.6084,-0.2595,-0.0795,sidewinding_left,depth_image_91135.jpg,2
0.1305,0.53,-0.1926,0.4138,-0.2155,-0.347,0.09753,-0.567,0.2585,0.0969,sidewinding_right,depth_image_244864.jpg,3
-0.006157,0.2178,0.00829,0.01009,-0.008415,-0.08276,-0.002121,-0.1415,0.00948,0.01034,straight,depth_image_130327.jpg,4
0.69,0.1234,-0.5537,0.00364,0.0764,-0.1284,0.448,0.1742,-0.6963,-0.11273,rectilinear_forward,depth_image_127293.jpg,1
0.2218,0.1273,-0.2197,-0.1678,-0.132,0.1279,0.2295,0.001083,-0.2214,-0.1415,rectilinear_backward,depth_image_214169.jpg,0
-0.01043,-0.1993,0.00567,-0.001419,-0.002213,0.2173,-0.00924,-0.00915,0.001419,-0.1192,straight,depth_image_203672.jpg,4
0.474,0.006096,-0.5586,-0.11365,0.2479,-0.01107,0.08276,0.2915,-0.503,0.004562,sidewinding_right,depth_image_102119.jpg,3
0.228,-0.3,0.1757,0.453,-0.1505,0.4998,-0.2421,-0.2324,0.04376,-0.602,sidewinding_right,depth_image_84642.jpg,3
0.04993,-0.5996,-0.2396,-0.246,-0.1556,0.4912,0.171,0.4626,0.2311,-0.287,sidewinding_left,depth_image_118333.jpg,2
-0.1404,0.5156,0.1846,0.433,0.2218,-0.3245,-0.08673,-0.576,-0.26,0.07025,sidewinding_left,depth_image_147278.jpg,2
-0.05817,0.1234,0.5425,-0.1744,-0.693,0.11816,0.4165,0.01091,0.1159,-0.1333,rectilinear_backward,depth_image_218354.jpg,0
0.272,0.1234,-0.6523,0.00364,0.6313,-0.1284,-0.2214,0.1742,-0.3245,-0.11273,rectilinear_forward,depth_image_21968.jpg,1
0.1749,-0.1118,0.05807,0.4512,-0.1163,0.3433,-0.1427,-0.2666,0.02032,-0.4941,straight,depth_image_81596.jpg,4
0.1766,-0.451,-0.1495,-0.5015,-0.2426,0.2296,0.04245,0.6025,0.2612,0.03635,sidewinding_left,depth_image_202261.jpg,2
-0.1736,-0.432,0.141,-0.51,0.0628,0.2125,-0.03696,0.603,-0.04123,0.05783,sidewinding_right,depth_image_182642.jpg,3
-0.2512,0.2832,-0.1743,-0.1562,0.419,-0.288,-0.5205,0.2487,0.2035,0.04718,sidewinding_right,depth_image_109515.jpg,3
0.679,0.1234,-0.3542,0.00364,-0.189,-0.1284,0.6157,0.1742,-0.6636,-0.11273,rectilinear_forward,depth_image_88297.jpg,1
-0.2573,-0.1857,0.09686,-0.585,0.2058,-0.075,0.0865,0.571,0.01205,0.3245,sidewinding_right,depth_image_41565.jpg,3
0.236,0.2646,0.1626,-0.4788,-0.1642,-0.4758,-0.2351,0.2688,0.06052,0.594,sidewinding_left,depth_image_178795.jpg,2
-0.241,0.2391,0.0468,0.601,0.2615,0.02603,0.0686,-0.5894,-0.2313,-0.2861,sidewinding_left,depth_image_977.jpg,2
0.098,-0.5664,-0.2151,-0.3481,-0.193,0.4128,0.13,0.5303,0.2502,-0.179,sidewinding_left,depth_image_146864.jpg,2
-0.14,-0.516,-0.2467,0.2048,0.0312,0.6064,0.2605,0.06274,0.0837,-0.5786,sidewinding_left,depth_image_117162.jpg,2
0.0558,0.5967,-0.2372,0.2585,-0.1604,-0.4827,0.1664,-0.4717,0.2339,0.2747,sidewinding_right,depth_image_69754.jpg,3
0.01034,-0.004562,-0.1492,0.00364,0.253,-0.000412,-0.004807,0.003708,-0.003464,-0.006096,straight,depth_image_126931.jpg,4
0.698,0.1234,-0.493,0.00364,-0.01564,-0.1284,0.5146,0.1742,-0.697,-0.11273,rectilinear_forward,depth_image_198805.jpg,1
0.6978,0.1152,-0.5083,-0.1743,-0.00518,0.1188,0.4783,0.09143,-0.2656,-0.1285,rectilinear_backward,depth_image_210780.jpg,0
-0.251,0.1234,-0.2964,0.00364,0.6616,-0.1284,-0.619,0.1742,0.1958,-0.11273,rectilinear_forward,depth_image_27712.jpg,1
0.3093,0.1174,0.2236,-0.1812,-0.4167,0.1174,0.4167,0.01066,-0.2664,-0.1387,rectilinear_backward,depth_image_8016.jpg,0
0.1123,-0.552,0.2554,0.1339,0.0003636,0.611,-0.2554,0.1356,-0.113,-0.5513,sidewinding_right,depth_image_231811.jpg,3
0.004044,-0.5513,-0.1919,-0.1624,-0.0907,0.4565,0.1283,0.3867,0.171,-0.262,straight,depth_image_177482.jpg,4
0.03827,0.1234,0.4766,0.00364,-0.698,-0.1284,0.4897,0.1742,0.01994,-0.11273,rectilinear_forward,depth_image_205790.jpg,1
0.2235,-0.1219,-0.4507,-0.2412,0.2703,0.01025,0.04327,0.4204,-0.2646,0.1326,sidewinding_right,depth_image_45073.jpg,3
-0.617,0.1234,0.6626,0.00364,-0.3003,-0.1284,-0.2468,0.1742,0.642,-0.11273,rectilinear_forward,depth_image_70971.jpg,1
-0.671,0.1234,0.604,-0.1744,-0.1655,0.11816,-0.3748,0.01091,0.6846,-0.1333,rectilinear_backward,depth_image_218376.jpg,0
0.2532,-0.1547,0.12054,0.5425,-0.2001,0.3938,-0.2089,-0.3684,0.108,-0.5566,sidewinding_right,depth_image_3438.jpg,3
-0.0045,0.00891,0.00521,0.1984,0.0089,-0.001755,-0.002731,-0.083,0.00444,-0.0798,straight,depth_image_129685.jpg,4
0.3193,0.1234,0.227,-0.1744,-0.634,0.11816,0.65,0.01091,-0.2664,-0.1333,rectilinear_backward,depth_image_217427.jpg,0
0.0872,0.576,0.26,-0.0715,0.02747,-0.6074,-0.2479,-0.1965,-0.1368,0.521,sidewinding_left,depth_image_214030.jpg,2
-0.4165,0.11725,0.4167,-0.1813,0.11725,0.11725,-0.5884,0.010826,0.6743,-0.1384,rectilinear_backward,depth_image_217101.jpg,0
0.001755,-0.002853,0.000595,-0.0604,0.0056,-0.00909,-0.0089,0.03336,4.58e-05,0.00866,straight,depth_image_98945.jpg,4
-0.2434,0.2435,-0.1477,-0.0514,0.1782,-0.10815,0.2263,0.2468,-0.0784,-0.02649,sidewinding_right,depth_image_226849.jpg,3
-0.6016,0.1234,0.6724,-0.1744,-0.3293,0.11816,-0.2163,0.01091,0.629,-0.1333,rectilinear_backward,depth_image_214483.jpg,0
-0.1288,-0.5317,-0.2507,0.1759,0.01822,0.6094,0.2588,0.09296,0.09595,-0.5684,sidewinding_left,depth_image_53418.jpg,2
-0.1753,0.4539,-0.2284,-0.2988,0.07446,-0.5854,0.2612,0.04034,0.04074,0.6035,sidewinding_right,depth_image_3535.jpg,3
0.043,0.6025,-0.2424,0.2307,-0.1499,-0.501,0.1763,-0.4517,0.2277,0.3015,sidewinding_right,depth_image_34290.jpg,3
0.2559,0.006096,-0.375,-0.3057,0.0733,-0.2666,-0.153,0.4849,-0.2876,0.1963,sidewinding_left,depth_image_233475.jpg,2
0.1558,-0.491,-0.1709,-0.4626,-0.2311,0.2869,0.069,0.5894,0.2615,-0.02698,sidewinding_left,depth_image_178268.jpg,2
0.4087,0.1234,0.1255,0.00364,-0.5825,-0.1284,0.681,0.1742,-0.36,-0.11273,rectilinear_forward,depth_image_60372.jpg,1
-0.2354,0.2676,-0.1638,-0.4766,0.1631,-0.478,0.2357,0.2656,-0.05905,0.595,sidewinding_right,depth_image_109746.jpg,3
0.04318,-0.4265,0.2693,0.0652,0.0282,0.4065,-0.2404,0.1986,-0.0747,-0.526,sidewinding_right,depth_image_2257.jpg,3
-0.0045,0.00193,0.00814,0.1118,0.010124,0.004562,-0.00506,0.006584,0.002121,0.001053,straight,depth_image_49525.jpg,4
-0.00924,0.00936,0.001511,-0.2216,0.007805,-0.1934,-0.00793,0.01278,0.00683,0.1653,straight,depth_image_226919.jpg,4
-0.6045,0.2084,0.3171,0.0889,0.2173,-0.2134,-0.5005,0.089,0.5933,-0.0274,sidewinding_left,depth_image_146714.jpg,2
0.04688,0.1234,-0.535,-0.1744,0.694,0.11816,-0.4255,0.01091,-0.10474,-0.1333,rectilinear_backward,depth_image_8101.jpg,0
0.1519,0.004562,-0.00701,0.4575,-0.1079,0.244,-0.08765,-0.3025,0.02185,-0.4248,straight,depth_image_36251.jpg,4
-0.308,0.1234,0.6655,-0.1744,-0.6133,0.11816,0.1833,0.01091,0.3594,-0.1333,rectilinear_backward,depth_image_218017.jpg,0
0.2617,-0.0157,0.0643,0.5923,-0.2334,0.2769,-0.1672,-0.47,0.1595,-0.4844,sidewinding_right,depth_image_69790.jpg,3
0.2646,0.01675,-0.2627,-0.4238,-0.01266,-0.2773,-0.1798,0.474,-0.1501,0.3137,sidewinding_left,depth_image_193333.jpg,2
-0.3284,0.1234,-0.2174,0.00364,0.6294,-0.1284,-0.654,0.1742,0.276,-0.11273,rectilinear_forward,depth_image_167876.jpg,1
-0.1755,-0.4531,0.1508,-0.4995,0.2421,0.2328,-0.0439,0.602,-0.2615,0.03287,sidewinding_right,depth_image_65089.jpg,3
0.0939,-0.5703,0.259,0.0878,0.02045,0.609,-0.25,0.1809,-0.1307,-0.5293,sidewinding_right,depth_image_76346.jpg,3
0.599,0.1234,-0.6733,-0.1744,0.333,0.11816,0.2123,0.01091,-0.627,-0.1333,rectilinear_backward,depth_image_217741.jpg,0
0.6655,0.1234,-0.309,-0.1744,-0.2378,0.11816,0.638,0.01091,-0.646,-0.1333,rectilinear_backward,depth_image_214441.jpg,0
-0.01516,-0.3997,-0.2568,-0.00702,-0.06696,0.3948,0.246,0.27,-0.0227,-0.4873,sidewinding_left,depth_image_76143.jpg,2
0.000656,-0.3567,-0.2578,-0.02832,0.00383,0.3518,0.2292,0.2915,-0.04062,-0.4658,sidewinding_left,depth_image_15670.jpg,2
0.6533,0.1234,-0.63,0.00364,0.2189,-0.1284,0.327,0.1742,-0.6714,-0.11273,rectilinear_forward,depth_image_54312.jpg,1
0.05386,0.1234,0.465,0.00364,-0.6978,-0.1284,0.501,0.1742,0.004314,-0.11273,rectilinear_forward,depth_image_124715.jpg,1
-0.1378,0.5195,0.1866,0.4282,0.2202,-0.3303,-0.08954,-0.574,-0.2598,0.07715,sidewinding_left,depth_image_196194.jpg,2
0.2362,0.1234,0.3105,-0.1744,-0.666,0.11816,0.612,0.01091,-0.1807,-0.1333,rectilinear_backward,depth_image_214687.jpg,0
0.3523,0.1203,0.1761,-0.001419,-0.4297,-0.1236,0.4395,0.1826,-0.297,-0.1192,rectilinear_forward,depth_image_203718.jpg,1
-0.337,0.1234,-0.2081,-0.1744,0.625,0.11816,-0.657,0.01091,0.2847,-0.1333,rectilinear_backward,depth_image_214283.jpg,0
0.007378,-0.505,-0.1501,-0.2394,-0.10657,0.3662,0.0698,0.434,0.1704,-0.1423,straight,depth_image_228090.jpg,4
-0.2554,-0.1353,-0.11285,0.5513,0.2054,0.3784,0.2035,-0.3843,-0.1157,-0.548,sidewinding_left,depth_image_226793.jpg,2
0.3518,0.1234,0.1917,0.00364,-0.617,-0.1284,0.6626,0.1742,-0.3003,-0.11273,rectilinear_forward,depth_image_76686.jpg,1
0.3735,0.1234,-0.684,0.00364,0.5737,-0.1284,-0.11005,0.1742,-0.4214,-0.11273,rectilinear_forward,depth_image_208701.jpg,1
-0.576,0.1234,0.683,-0.1744,-0.3699,0.11816,-0.1713,0.01091,0.607,-0.1333,rectilinear_backward,depth_image_217568.jpg,0
0.01956,0.376,-0.05066,0.318,-0.0986,-0.1793,-0.006645,-0.4536,0.1334,0.007774,straight,depth_image_80665.jpg,4
0.2344,-0.2341,-0.04263,-0.556,-0.2556,-0.02136,-0.0638,0.5884,0.1703,0.2983,sidewinding_left,depth_image_53603.jpg,2
0.00973,0.006157,-0.007072,0.05844,0.00854,0.006767,6.866e-05,-0.10706,0.00793,0.001175,straight,depth_image_246439.jpg,4
0.558,0.1234,-0.0834,-0.1744,-0.4426,0.11816,0.696,0.01091,-0.521,-0.1333,rectilinear_backward,depth_image_214218.jpg,0
0.626,0.1234,-0.2107,-0.1744,-0.3345,0.11816,0.674,0.01091,-0.598,-0.1333,rectilinear_backward,depth_image_218103.jpg,0
0.528,0.1234,-0.03555,0.00364,-0.4785,-0.1284,0.698,0.1742,-0.4878,-0.11273,rectilinear_forward,depth_image_166794.jpg,1
-0.448,0.1234,-0.0764,0.00364,0.5537,-0.1284,-0.69,0.1742,0.4019,-0.11273,rectilinear_forward,depth_image_157935.jpg,1
-0.6245,0.1234,0.6577,0.00364,-0.2861,-0.1284,-0.2615,0.1742,0.648,-0.11273,rectilinear_forward,depth_image_39955.jpg,1
0.358,0.1234,-0.68,-0.1744,0.584,0.11816,-0.1282,0.01091,-0.4065,-0.1333,rectilinear_backward,depth_image_218305.jpg,0
-0.1775,0.4492,-0.2269,-0.3047,0.07733,-0.5835,0.261,0.04733,0.03778,0.6045,sidewinding_right,depth_image_65296.jpg,3
-0.05392,0.5977,-0.2617,0.00915,-0.06155,-0.5938,0.2346,-0.271,0.165,0.474,sidewinding_right,depth_image_102232.jpg,3
-0.2886,0.1234,-0.259,-0.1744,0.647,0.11816,-0.637,0.01091,0.2347,-0.1333,rectilinear_backward,depth_image_214399.jpg,0
0.683,0.1234,-0.576,0.00364,0.1143,-0.1284,0.418,0.1742,-0.693,-0.11273,rectilinear_forward,depth_image_162023.jpg,1
-0.666,0.1234,0.3105,0.00364,0.2362,-0.1284,-0.6377,0.1742,0.6465,-0.11273,rectilinear_forward,depth_image_192301.jpg,1
0.647,0.1234,-0.259,0.00364,-0.2886,-0.1284,0.6587,0.1742,-0.623,-0.11273,rectilinear_forward,depth_image_143894.jpg,1
0.465,0.1234,-0.6978,0.00364,0.501,-0.1284,0.004314,0.1742,-0.507,-0.11273,rectilinear_forward,depth_image_170375.jpg,1
0.264,0.1234,0.2837,-0.1744,-0.6567,0.11816,0.6255,0.01091,-0.2091,-0.1333,rectilinear_backward,depth_image_217887.jpg,0
0.1996,-0.3953,-0.12115,-0.5415,-0.2532,0.1562,0.0095,0.6104,0.2573,0.11304,sidewinding_left,depth_image_140659.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_232188.jpg,4
0.1505,0.05054,0.2423,0.2148,-0.0437,-0.1526,-0.2615,0.05182,-0.07166,0.1376,sidewinding_right,depth_image_245875.jpg,3
0.1388,0.518,0.2472,-0.2015,-0.02972,-0.607,-0.2603,-0.0662,-0.0851,0.5776,sidewinding_left,depth_image_215433.jpg,2
0.1426,-0.512,-0.1827,-0.4375,-0.2231,0.3193,0.0843,0.578,0.2603,-0.0643,sidewinding_left,depth_image_146869.jpg,2
0.4702,0.1234,0.04688,-0.1744,-0.535,0.11816,0.694,0.01091,-0.4255,-0.1333,rectilinear_backward,depth_image_218339.jpg,0
-0.544,0.01675,0.1842,-0.10297,0.2144,-0.02173,-0.5474,0.2808,0.5205,-0.07,sidewinding_right,depth_image_240267.jpg,3
